# Khmer Calendar event snapshot v1
# source=https://khmer-lunar-calendar.com/
# captured_at=2026-09-10T05:42:30.174Z
# coverage=2000-01-01/2030-12-31
# database_sha256=6efda12f4ec4435fe43e3a11da00bea2e2d305149d64062c5c60f04f7f5765d1
# columns=id,date,title_km,title_en,official_source_url
fc73ebff5c3a3e2b220e2513	2001-06-15	តុលា​ការ​យុត្តិ​ធម៌​អន្តរ​ជាតិ​ក្រុង​ឡា​អេ សម្រេច​ឱ្យ​កម្ពុជាជាម្ចាស់កម្មសិទ្ធិ លើប្រាសាទព្រះវិហារ ខួបលើកទី៣៩	International Court of Justice in The Hague declared Cambodia is the owner of the Preah Vihear Temple	
6d48b41aa305a12a97b3c43c	2001-06-17	ទិវា​លោក​ឪពុក	Father's Day	
7cb6702beaed390b046bbd9f	2001-06-18	ព្រះ​រាជ​ពិធី​បុណ្យ​ចម្រើន​ព្រះ​ជន្ម សម្តេច​ព្រះ​មហាក្សត្រី នរោត្តម មុនិនាថ សីហនុ ព្រះ​វររាជ​មាតា​ជាតិ​ខ្មែរ ក្នុង​សេរីភាព សេចក្តីថ្លៃថ្នូរ និង​សុភមង្គល	Queen Mother's Birthday	
06800139ad45fab478d91b6f	2001-06-25	សែន​នំ​ចាំង	Sticky Rice Dumplings (Zongzi)	
e2adf583e9bbd903278b621a	2001-06-26	ទិវា​អន្តរ​ជាតិ​ប្រយុទ្ធ​ប្រឆាំង​គ្រឿង​ញៀន	International Day Against Drug Abuse and Illicit Trafficking	
77516d7ce7e97f9de8489495	2001-06-28	ពិធី​សិត​ទៀន​ព្រះ​វស្សា	Buddhist Lent Candles Making Day	
8df10cfa689dd8bc51407ad0	2001-07-01	ទិវា​មច្ឆា​ជាតិ	National Fish Day	
61b29b63cf641725b37df0cc	2001-07-03	កម្ពុជា​ចូល​ជា​សមា​ជិក​អង្គ​ការ​យូណេស្កូ ខួបលើកទី៥០	Cambodia joined UNESCO	
ea360871ee88bc5547d26366	2001-07-04	បំបួស​នាគ​ខ្នាន	The Ordained Dragon Monk	
a72fdd59c2f4de1cfb5958b5	2001-07-06	ចូល​ព្រះ​វស្សា	Beginning of Buddhist Lent	
b7540c6d9368eb8db724eab9	2001-07-09	រុក្ខ​ទិវា	Arbor Day	
915754ac3f5443e22b3dd458	2001-07-11	ទិវា​ជាតិ​ប្រជាជន និងប្រជាជន​ពិភព​លោក	National Population Day and World Population Day	
94bbae01ee8586f3e4994635	2001-08-09	ទិវា​អន្តរ​ជាតិ​ជនជាតិដើមភាគតិចពិភពលោក	International Day of the World's Indigenous Peoples	
e44147ff97569b769eddbb82	2001-08-12	ទិវា​យុវជន​អន្តរ​ជាតិ	International Youth Day	
83da26b1ede0e0db53c8b0ab	2001-09-02	សែន​ក្បាល​ទឹក	Ghost Festival	
32429c09d902ece89a549b3b	2001-09-03	បិណ្ឌ ១	Ben 1	
c13366e4ad4ead44378d092c	2001-09-04	បិណ្ឌ ២	Ben 2	
9a0a9d7edf75454252390054	2001-09-05	បិណ្ឌ ៣	Ben 3	
24ac32c4a5a5f9454c29093e	2001-09-06	បិណ្ឌ ៤	Ben 4	
57d2f3ed1416e53fef5d5c7b	2001-09-07	បិណ្ឌ ៥	Ben 5	
eaaec369f651d5adc41f0872	2001-09-08	បិណ្ឌ ៦	Ben 6	
ecdd56d7046618c2dcd48e94	2001-09-08	ទិវា​អក្ខរ​កម្ម​អន្តរ​ជាតិ	International Literacy Day	
538261795a8cad9fb096d037	2001-09-09	បិណ្ឌ ៧	Ben 7	
fa611c082c33151519d92f2a	2001-09-10	បិណ្ឌ ៨	Ben 8	
83430b61e34044bb0641f83b	2001-09-11	បិណ្ឌ ៩	Ben 9	
9870f876c1181586b773cd69	2001-09-12	បិណ្ឌ ១០	Ben 10	
579bff893718ef0a9410c32c	2001-09-13	បិណ្ឌ ១១	Ben 11	
bd795f026bc5da0f0f0e54fa	2001-09-14	បិណ្ឌ ១២	Ben 12	
7e3cc6dc82d06d63ca49a7fd	2001-09-15	បិណ្ឌ ១៣	Ben 13	
233494b4b215dceb08e5f2db	2001-09-16	ទិវា​អូ​ហ្សូន​បរិ​ស្ថាន​អន្តរ​ជាតិ ខួបលើកទី១៦	International Day for the Preservation of the Ozone Layer	
baa638224303919ff257e5e4	2001-09-16	ពិធី​បុណ្យ​ភ្ជុំ​បិណ្ឌ	Pchum Ben Festival	
930ec2462da3949696b0db94	2001-09-17	ពិធី​បុណ្យ​ភ្ជុំ​បិណ្ឌ	Pchum Ben Festival	
6a5056d3eb90dc6d39473606	2001-09-18	ពិធី​បុណ្យ​ភ្ជុំ​បិណ្ឌ	Pchum Ben Festival	
99e7afda654ae1b7576d91f0	2001-09-21	ទិវា​សន្តិ​ភាព​អន្តរ​ជាតិ	International Day of Peace	
a4440d123ce7b822bf54d557	2001-09-24	ទិវា​ប្រកាស​រដ្ឋ​ធម្មនុញ្ញ ខួបលើកទី៨	Constitution Day	
b925cf6476c91819ef076df2	2001-09-27	ទិវា​ទេស​ចរណ៍​ពិ​ភព​លោក	World Tourism Day	
1774b01aa01874ed418f646c	2001-10-01	សែន​លោក​ខែ	Mid-Autumn Festival	
6ae0dd91e826fa39d3525717	2001-10-01	ទិវា​មនុស្ស​ចាស់​កម្ពុជា  និងទិវាមនុស្សចាស់អន្តរជាតិ ខួបលើកទី៣	Cambodian Older Persons Day and the International Day of Older Persons	
d5224b9c60047372a5e26cb8	2001-10-02	ចេញ​​ព្រះ​វស្សា	Ending of Buddhist Lent	
74f3e5104103bb40ca05ae6c	2001-10-03	កឋិន​កាល	Kathen Kal	
de1de88197feaad35f26be7f	2001-10-05	ទិវា​គ្រូ​បង្រៀន​ពិភព​លោក	World Teacher's Day	
a6081f5f251394425cf887db	2001-10-23	ទិវារំលឹក​ខួប​នៃ​កិច្ចព្រមព្រៀង​សន្តិភាព​ទីក្រុង​ប៉ារីស	Paris Peace Agreement Day	
f6932f36a12b9f6a922b69db	2001-10-30	ព្រះ​រាជ​ពិធី​បុណ្យ​អុំ​ទូក បណ្ដែត​ប្រទីប និង​សំពះ​ព្រះ​ខែ អកអំបុក	Water Festival	
03e64018300554718979af3e	2001-10-31	បុណ្យ​ហាឡូវីន	Halloween	
bfdb658e84e31f9d30d6e112	2001-10-31	ព្រះ​រាជ​ពិធី​បុណ្យ​អុំ​ទូក បណ្ដែត​ប្រទីប និង​សំពះ​ព្រះ​ខែ អកអំបុក	Water Festival	
7cc4cc314d1466a841c734c6	2001-11-01	ព្រះ​រាជ​ពិធី​បុណ្យ​អុំ​ទូក បណ្ដែត​ប្រទីប និង​សំពះ​ព្រះ​ខែ អកអំបុក	Water Festival	
c8c781eb4bbb2e9c92e41706	2001-11-09	ពិធី​បុណ្យ​ឯករាជ្យ​ជាតិ ខួបលើកទី៤៨	Independence Day	
3277904a7ba5a8c24fc6e8c7	2001-12-01	ទិវា​ពិភព​លោក​ប្រ​យុទ្ធ​ប្រឆាំង​នឹងជម្ងឺអេដស៍	World AIDS Day	
5635a8db6d4dddf046991a99	2001-12-03	ទិវា​ជន​ពិ​ការ​ពិភព​លោក	International Day of Disabled Persons	
0bbd91fe993cc8f4faf21c91	2001-12-07	ទិវា​អា​កាស​ចរណ៍ស៊ីវិល	Civil Aviation Day	
3d9bf6de4f47aa59583f9c69	2001-12-10	ទិវា​សិទ្ធិ​មនុស្ស​អន្តរជាតិ ខួបលើកទី៥៣	International Human Rights Day	
6c5eefb0d22157babe4c90ad	2001-12-14	កម្ពុជា​ចូល​ជា​សមា​ជិក​អង្គ​ការ​សហ​ប្រជាជាតិ ខួបលើកទី៤៦	Cambodia became a member of the United Nations	
